CNPJ;Razao_social;Nome_fantasia;Tipo;Data_abertura;Situacao_cadastral;Data_da_situacao_cadastral;Capital_social;Natureza_juridica;MEI;Logradouro;Numero;Complemento;CEP;Bairro;Municipio;UF;Telefone;Email;Quadro_societario;Atividade_principal;Atividades_secundaria
05497027000155;BOBSON HIGIENIZACAO DE TAPETES LTDA;BOBSON MATS;MATRIZ;05/02/2003;ATIVA;05/02/2003;20000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R PALERMO;09;NONE;04303250;SAO JUDAS;SAO PAULO;SP;1135966164;manutencao@bobson.com.br;['ANDRE VINICIUS ALVARES - Sócio-Administrador', 'APARECIDA DONIZETI DA SILVA ALVARES - Sócio-Administrador'];['9601701 - Lavanderias'];['8299799 - Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente']
74552068001515;CPQ BRASIL S/A;CPQ BRASIL;FILIAL;17/03/2014;ATIVA;17/03/2014;12839641.89;2054 - SOCIEDADE ANONIMA FECHADA;Não;AER INTERNACIONAL DE BRASILIA JUSCELINO KUBITSCHEK;SN;LOJA G001           EMBARQUE DOMESTICO    AREA RESTRITA;71608000;SETOR DE HABITACOES INDIVIDUAIS SUL;BRASILIA;DF;1138974700;NONE;['ALBERTO CARNEIRO NETO - Presidente', 'FERNANDO BORELLI EDITORE - Diretor'];['5611203 - Lanchonetes, casas de chá, de sucos e similares'];['4721102 - Padaria e confeitaria com predominância de revenda']
01914565000228;PIRINEUS EMBUTIDOS ARTESANAIS LTDA;NONE;FILIAL;23/11/2017;ATIVA;23/11/2017;100000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R DA CONSOLACAO;2915;NONE;01416001;CERQUEIRA CESAR;SAO PAULO;SP;1155116019;pirineus@pirineus.com.br;['NADIA SERRANO RIBAS - Administrador', 'RAUL SERRANO RIBAS - Administrador', 'ANGEL RIBAS VALLS - Administrador', 'BCN295 PARTICIPACOES LTDA - Sócio', 'BRABA PARTICIPACOES EIRELI - Sócio'];['4729699 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente'];NONE
12142811000106;FRANKSTEIN TRANSPORTES E SERVICOS LTDA;FRANKSTEIN TRANSPORTES E SERVICOS;MATRIZ;21/06/2010;ATIVA;21/06/2010;30000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R ITATIBA DO SUL;239;NONE;02878100;JARDIM VISTA ALEGRE;SAO PAULO;SP;1134336166;franksteintransportes@gmail.com;['BENEDITO CUSTODIO CASTRO - Sócio-Administrador', 'SILMAR LEILA DOS SANTOS - Sócio'];['4930201 - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.'];['4930202 - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional', '4321500 - Instalação e manutenção elétrica', '4330403 - Obras de acabamento em gesso e estuque', '4330402 - Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material', '4399103 - Obras de alvenaria', '4322302 - Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração', '4329199 - Outras obras de instalações em construções não especificadas anteriormente', '4330404 - Serviços de pintura de edifícios em geral', '4221905 - Manutenção de estações e redes de telecomunicações', '4330499 - Outras obras de acabamento da construção', '4322301 - Instalações hidráulicas, sanitárias e de gás', '9529102 - Chaveiros', '5229002 - Serviços de reboque de veículos', '5320202 - Serviços de entrega rápida', '7721700 - Aluguel de equipamentos recreativos e esportivos', '7732201 - Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes', '7732202 - Aluguel de andaimes', '9512600 - Reparação e manutenção de equipamentos de comunicação', '9529199 - Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente', '8129000 - Atividades de limpeza não especificadas anteriormente', '8130300 - Atividades paisagísticas', '2512800 - Fabricação de esquadrias de metal', '1622699 - Fabricação de outros artigos de carpintaria para construção', '4744099 - Comércio varejista de materiais de construção em geral', '4744001 - Comércio varejista de ferragens e ferramentas']
06913480003264;DIMENSIONAL BRASIL SOLUCOES LTDA;DIMENSIONAL;FILIAL;11/12/2020;ATIVA;11/12/2020;216970752.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV 19 DE DEZEMBRO;179;SLJ  09;87015610;ZONA 06;MARINGA;PR;1934467548;renato.ribeiro@dimensional.com.br;['ROSA & LEAL PATICIPACOES E EMPREEDIMENTOS LTDA - Sócio', 'HERVE SALMON - Sócio-Administrador', 'ERIC MICHEL FOURCINE - Administrador', 'DANIEL TOLEDO - Administrador', 'DANIELE DE CASSIA TOLEDO - Administrador'];['4673700 - Comércio atacadista de material elétrico'];"['4642702 - Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho', '4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar', '4651601 - Comércio atacadista de equipamentos de informática', '4651602 - Comércio atacadista de suprimentos para informática', '4652400 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação', '4665600 - Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças', '4742300 - Comércio varejista de material elétrico', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática']"
14244379000190;GZ FESTAS E UTILIDADES LTDA;GZ FESTAS;MATRIZ;06/09/2011;ATIVA;06/09/2011;20000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R LASSANCE CUNHA;244;NONE;35700006;CENTRO;SETE LAGOAS;MG;['3137711921', '3130263180'];marcos.moyses@hotmail.com;['AGENOR RODRIGUES DA SILVA - Sócio-Administrador', 'ELI LOUBACK DA SILVA - Sócio'];['4712100 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns'];['4721104 - Comércio varejista de doces, balas, bombons e semelhantes', '4763601 - Comércio varejista de brinquedos e artigos recreativos']
74552068002910;CPQ BRASIL S/A;NONE;FILIAL;03/04/2018;ATIVA;03/04/2018;12839641.89;2054 - SOCIEDADE ANONIMA FECHADA;Não;ROD HELIO SMIDT;S/N;LOJA T2ME0044         TERMINAL LESTE      MEZANINO;07190100;AEROPORTO;GUARULHOS;SP;1145910600;adriana.raddatz@cpqbrasil.com.br;['ALBERTO CARNEIRO NETO - Presidente', 'FERNANDO BORELLI EDITORE - Diretor'];['5611203 - Lanchonetes, casas de chá, de sucos e similares'];['4721102 - Padaria e confeitaria com predominância de revenda']
02795922000400;ANTONIO DE PADUA MELO CAMBRAIA - CPF ;EDIALA TRATAMENTO DE MADEIRAS;FILIAL;15/11/2010;ATIVA;15/11/2010;0.0;2135 - EMPRESARIO (INDIVIDUAL);Sim;AV BELMIRO AVELAR SILVA;200;NONE;37262000;QUINTILIANO JOSE BORGES;SANTO ANTONIO DO AMPARO;MG;3199863451;marcos.moyses@hotmail.com;NONE;['1610205 - Serviço de tratamento de madeira realizado sob contrato'];['4744002 - Comércio varejista de madeira e artefatos']
19242311000195;EB MOREIRA INSTALACOES ELETRICAS LTDA;MOREIRA CONSTRUCOES;MATRIZ;11/11/2013;ATIVA;11/11/2013;40000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R EMILIO KUNTZ BUSCH;279;NONE;13485157;PARQUE RESIDENCIAL ANAVEC;LIMEIRA;SP;1934417332;moreirainstalacao@gmail.com;['ERICA BARBOSA MOREIRA - Sócio-Administrador'];['4321500 - Instalação e manutenção elétrica'];['2512800 - Fabricação de esquadrias de metal', '2532201 - Produção de artefatos estampados de metal', '2542000 - Fabricação de artigos de serralheria, exceto esquadrias', '2599301 - Serviços de confecção de armações metálicas para a construção', '2599302 - Serviço de corte e dobra de metais', '2731700 - Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica', '3314799 - Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente', '4322301 - Instalações hidráulicas, sanitárias e de gás', '4330404 - Serviços de pintura de edifícios em geral', '4399103 - Obras de alvenaria', '4742300 - Comércio varejista de material elétrico', '4744003 - Comércio varejista de materiais hidráulicos']
07007892000100;FLEXDATA TECNOLOGIA COMERCIO DE COMPUTADORES LTDA;FLEXDATA TECNOLOGIA LTDA;MATRIZ;23/07/2004;ATIVA;23/07/2004;80000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R CARDOSO DE ALMEIDA;60;CONJ 31;05013000;PERDIZES;SAO PAULO;SP;['1122737020', '1120612787'];cagv@cagv.com.br;['MARCELO GARCIA SARAIVA - Sócio-Administrador', 'DIRLENE AMARANDO MARTINS - Sócio'];['4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática'];['6311900 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet', '9511800 - Reparação e manutenção de computadores e de equipamentos periféricos']
03434295000283;LIRAL RESTAURANTES LTDA.;NONE;FILIAL;29/01/2009;ATIVA;29/01/2009;10000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV JOAO CARLOS DA SILVA BORGES;409;NONE;04726000;VILA CRUZEIRO;SAO PAULO;SP;1135767200;vlc@vlcconsultores.com.br;['ROBERTO BIELAWSKI - Sócio', 'LIANE RALSTON BIELAWSKI - Sócio', 'RATI PARTICIPACOES LTDA. - Sócio', 'BIELSTON PARTICIPACOES LTDA - Sócio', 'RODRIGO MARTIN FERRAIOLE TESTA - Administrador'];['5611201 - Restaurantes e similares'];NONE
74552068004026;CPQ BRASIL S/A;NONE;FILIAL;11/10/2019;ATIVA;11/10/2019;12839641.89;2054 - SOCIEDADE ANONIMA FECHADA;Não;AV SEVERO DULLIUS;90010;PAVMTO2 N2-LUC T1.N2.066 SETOR TERM DE PASSAG 1;90200310;ANCHIETA;PORTO ALEGRE;RS;1145910600;adriana.raddatz@cpqbrasil.com.br;['ALBERTO CARNEIRO NETO - Presidente', 'FERNANDO BORELLI EDITORE - Diretor'];['5611203 - Lanchonetes, casas de chá, de sucos e similares'];['4721102 - Padaria e confeitaria com predominância de revenda']
03439215000282;CAMPWARE COMERCIO E DISTRIBUICAO DE PRODUTOS DE PLASTICOS LTDA.;CAMPWARE;FILIAL;13/07/2012;ATIVA;13/07/2012;5000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV SENADOR ANTONIO LACERDA FRANCO;335;NONE;13050526;VILA RICA;CAMPINAS;SP;1932550077;mariana@tupperwarecampinas.com.br;['MARIANA DE STEFANO LAGO - Sócio-Administrador', 'RITA DE CASSIA DE STEFANO LAGO - Sócio-Administrador'];['4649499 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente'];['4639701 - Comércio atacadista de produtos alimentícios em geral', '4646001 - Comércio atacadista de cosméticos e produtos de perfumaria', '4649401 - Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico', '4729699 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente', '4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente', '4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal', '4789005 - Comércio varejista de produtos saneantes domissanitários']
07398374000156;IRL REFEICOES COLETIVAS LTDA;IRL REFEICOES COLETIVAS LTDA.;MATRIZ;23/05/2005;ATIVA;23/05/2005;10000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R VEREADOR PEDRO TAVARES DA SILVA;139;SALA 01;16400477;JARDIM ARAPUA;LINS;SP;1435222566;escritorio.progresso@bol.com.br;['MAURICIO DE MENESES - Sócio-Administrador', 'MAURICIO DE MENESES FILHO - Sócio-Administrador'];['5620101 - Fornecimento de alimentos preparados preponderantemente para empresas'];['4712100 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns', '5611203 - Lanchonetes, casas de chá, de sucos e similares', '5620103 - Cantinas - serviços de alimentação privativos']
19877300000181;LANLINK SERVICOS DE INFORMATICA SA;NONE;MATRIZ;13/03/2014;ATIVA;13/03/2014;5427383.0;2054 - SOCIEDADE ANONIMA FECHADA;Não;R BORIS;90;NONE;60060190;CENTRO;FORTALEZA;CE;['8532661323', '8534668068'];NONE;['FRANCOIS CHARLES ROSA BORIS - Presidente', 'ALEXANDRE MOTA ALBUQUERQUE - Diretor', 'MARIA CRISTINA PRADO BORIS - Diretor', 'MARIA DE LOURDES MARTINS SUDARIO - Diretor', 'GONCALO PRADO NETO - Diretor', 'THIAGO CARVALHO FARAH MONTENEGRO - Diretor', 'SERGIO RICARDO DE FREITAS OLIVEIRA - Diretor', 'JAILSON OLIVEIRA BATISTA - Diretor'];['6209100 - Suporte técnico, manutenção e outros serviços em tecnologia da informação'];['6201501 - Desenvolvimento de programas de computador sob encomenda', '6202300 - Desenvolvimento e licenciamento de programas de computador customizáveis', '6203100 - Desenvolvimento e licenciamento de programas de computador não-customizáveis', '6204000 - Consultoria em tecnologia da informação', '6311900 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet', '7490104 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários', '7733100 - Aluguel de máquinas e equipamentos para escritórios', '7820500 - Locação de mão-de-obra temporária', '8599603 - Treinamento em informática', '9511800 - Reparação e manutenção de computadores e de equipamentos periféricos', '9512600 - Reparação e manutenção de equipamentos de comunicação']
74552068004107;CPQ BRASIL S/A;NONE;FILIAL;11/10/2019;ATIVA;11/10/2019;12839641.89;2054 - SOCIEDADE ANONIMA FECHADA;Não;AV SEVERO DULLIUS;90010;PAVMTO3 N3-LUC T1.N3.011 SETOR TERM PASSAG 1;90200310;ANCHIETA;PORTO ALEGRE;RS;1145910600;adriana.raddatz@cpqbrasil.com.br;['ALBERTO CARNEIRO NETO - Presidente', 'FERNANDO BORELLI EDITORE - Diretor'];['5611203 - Lanchonetes, casas de chá, de sucos e similares'];['4721102 - Padaria e confeitaria com predominância de revenda']
22904238000184;ECO CARVAO VEGETAL LTDA;ECOCARVAO;MATRIZ;22/07/2015;ATIVA;22/07/2015;1500000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;FAZ CAPITINGA;S/N;NONE;37370000;ZONA RURAL;SAO VICENTE DE MINAS;MG;['3199648102', '3197824499'];gfconta@itevip.com.br;['TULIO JARDIM RAAD - Sócio-Administrador', 'ALYSSON MOREIRA ALVES - Sócio'];['0210108 - Produção de carvão vegetal - florestas plantadas'];['4681803 - Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante', '4930202 - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional', '4930203 - Transporte rodoviário de produtos perigosos']
03456249000102;CRIATIVA COMERCIO DE UTENSILIOS DO LAR LTDA;TROPICAL;MATRIZ;20/09/1999;ATIVA;03/11/2005;10000000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R K;970;NONE;78098370;DISTRITO INDUSTRIAL;CUIABA;MT;6536246555;NONE;['SANDRA MARCIA CORDEIRO - Sócio', 'LETICIA CORDEIRO FRANCO - Sócio', 'MAURICIO CORDEIRO FRANCO - Sócio-Administrador'];['4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente'];['4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal', '6810202 - Aluguel de imóveis próprios', '6821802 - Corretagem no aluguel de imóveis', '6822600 - Gestão e administração da propriedade imobiliária']
07909230000117;G B DE OLIVEIRA & CIA LTDA;FARMACIA SANTA QUITERIA;MATRIZ;21/03/2006;ATIVA;21/03/2006;60000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV PRESIDENTE CASTELO BRANCO;269;NONE;57480000;CENTRO;DELMIRO GOUVEIA;AL;['8236412137', '8236411995'];NONE;['GILSON BEZERRA DE OLIVEIRA - Sócio-Administrador', 'VIVIANE SANTANA ARAUJO BEZERRA - Sócio-Administrador'];['4771701 - Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas'];['4773300 - Comércio varejista de artigos médicos e ortopédicos', '4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal']
75818849000176;TRANSPORTES CORDENONSI LTDA;NONE;MATRIZ;30/12/1981;ATIVA;03/11/2005;6175000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R ANTONIO CORDENONSI FILHO;778;ESCRITORIO;89825000;ALVORADA;XAXIM;SC;4933538500;contabilidade@cordenonsi.com.br;['LUIZ ALBERTO CORDENONSI - Sócio-Administrador', 'FELIPE CORDENONSI - Sócio-Administrador', 'LUIZ ALBERTO CORDENONSI FILHO - Sócio', 'FERNANDO CORDENONSI - Sócio-Administrador'];['4930202 - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional'];['4930201 - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.', '4930203 - Transporte rodoviário de produtos perigosos', '5250803 - Agenciamento de cargas, exceto para o transporte marítimo']
04249980000111;RONALDO DA CUNHA OLIVEIRA;MULT FIBRAS;MATRIZ;04/01/2001;ATIVA;03/11/2005;0.0;2135 - EMPRESARIO (INDIVIDUAL);Não;AV FRANCISCO ANTONIO MENDONCA CHAVE;231;A;35701482;VAPABUCU;SETE LAGOAS;MG;NONE;NONE;NONE;['4744005 - Comércio varejista de materiais de construção não especificados anteriormente'];['4744099 - Comércio varejista de materiais de construção em geral', '2330303 - Fabricação de artefatos de fibrocimento para uso na construção', '4679604 - Comércio atacadista especializado de materiais de construção não especificados anteriormente', '2229303 - Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios']
08370093000158;BOBSON PERNAMBUCO HIGIENE LTDA;NONE;MATRIZ;18/10/2006;ATIVA;18/10/2006;12000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R JOSE NUNES DA CUNHA;466;NONE;54410280;PIEDADE;JABOATAO DOS GUARARAPES;PE;8134612345;lusmar@bobson.com.br;['APARECIDA DONIZETI DA SILVA ALVARES - Sócio-Administrador', 'ANDRE VINICIUS ALVARES - Sócio-Administrador'];['4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal'];['3319800 - Manutenção e reparação de equipamentos e produtos não especificados anteriormente', '7739099 - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador']
04768893000170;DOMINGOS SAVIO CARVALHO BEZERRA;GALERIA BEZERRA E FILHOS;MATRIZ;12/11/2001;ATIVA;20/12/2003;150000.0;2135 - EMPRESARIO (INDIVIDUAL);Não;R 7 DE SETEMBRO;45;NONE;57480000;ELDORADO;DELMIRO GOUVEIA;AL;NONE;NONE;NONE;['4754701 - Comércio varejista de móveis'];"['4321500 - Instalação e manutenção elétrica', '4614100 - Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática', '4752100 - Comércio varejista especializado de equipamentos de telefonia e comunicação', '4753900 - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo', '4754702 - Comércio varejista de artigos de colchoaria', '4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente', '4761003 - Comércio varejista de artigos de papelaria', '4763601 - Comércio varejista de brinquedos e artigos recreativos', '4763603 - Comércio varejista de bicicletas e triciclos; peças e acessórios', '4789007 - Comércio varejista de equipamentos para escritório', '6209100 - Suporte técnico, manutenção e outros serviços em tecnologia da informação', '8299799 - Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente', '9511800 - Reparação e manutenção de computadores e de equipamentos periféricos', '9512600 - Reparação e manutenção de equipamentos de comunicação']"
25293115000142;SAIMON COELHO DE SOUZA EIRELI;A S EMPILHADEIRA;MATRIZ;26/07/2016;ATIVA;26/07/2016;100000.0;2305 - EMPRESA INDIVIDUAL DE RESP.LIMITADA (DE NATUREZA EMPRESARIA);Não;R DALMIR CAMARA;12;QD 72           CJ CN ET 1;69095240;CIDADE NOVA;MANAUS;AM;9295096527;saimon.coelhosouza@gmail.com;['SAIMON COELHO DE SOUZA - Titular Pessoa Física Residente ou Domiciliado no Brasil'];['4520001 - Serviços de manutenção e reparação mecânica de veículos automotores'];['4322302 - Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração', '4530703 - Comércio a varejo de peças e acessórios novos para veículos automotores', '4541206 - Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas', '4543900 - Manutenção e reparação de motocicletas e motonetas', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática', '4761003 - Comércio varejista de artigos de papelaria', '7711000 - Locação de automóveis sem condutor', '7719501 - Locação de embarcações sem tripulação, exceto para fins recreativos', '7719599 - Locação de outros meios de transporte não especificados anteriormente, sem condutor', '7731400 - Aluguel de máquinas e equipamentos agrícolas sem operador', '7732201 - Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes', '7733100 - Aluguel de máquinas e equipamentos para escritórios', '7739099 - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador']
09548373000176;RODOSNACK SILVIO'S LANCHONETE E RESTAURANTE LTDA;NONE;MATRIZ;14/04/2008;ATIVA;14/04/2008;100000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;ROD BR-040;S/N;"KM: 774,40; : BARREIRA DO TRIUNFO;";36088410;SANTA CRUZ;JUIZ DE FORA;MG;['3138523113', '3138520108'];zeze.carthuso@gmail.com;['ANTONIO EDUARDO ROCHA ALVES - Administrador', 'ANTONIO CARLOS PIRES DA SILVA - Administrador', 'MANUEL ROCHA ALVES - Administrador', 'BRUNO PFISTER MACORANO - Administrador', 'GRAAL COMERCIO, EMPREENDIMENTOS E PARTICIPACOES LTDA - Sócio', 'ITAIM PARTICIPACOES E EMPREENDIMENTOS LTDA - Sócio', 'EMBU PARTICIPACOES E EMPREENDIMENTOS LTDA - Sócio', 'BRADIM PARTICIPACOES LTDA - Sócio', 'SETE SETE PARTICIPACOES LTDA - Sócio', 'ROBERTO ANTONIO ALVES - Administrador'];['5611201 - Restaurantes e similares'];['5611203 - Lanchonetes, casas de chá, de sucos e similares', '4789099 - Comércio varejista de outros produtos não especificados anteriormente']
06913480000834;DIMENSIONAL CENTELHA SOLUCOES LTDA;CENTELHA;FILIAL;03/12/2008;ATIVA;03/12/2008;216970752.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;ROD BR 101 SUL KM 80;S/N;RODOVIA DO CONTORNO GALPAOD, E.;54335000;PRAZERES;JABOATAO DOS GUARARAPES;PE;['8130873450', '8130873450'];guilherme@centelharecife.com.br;['ROSA & LEAL PARTICIPACOES E EMPREENDIMENTOS S.A. - Sócio', 'HERVE SALMON - Sócio-Administrador', 'ERIC MICHEL FOURCINE - Administrador', 'DANIEL TOLEDO - Administrador', 'DANIELE DE CASSIA TOLEDO - Administrador'];['4673700 - Comércio atacadista de material elétrico'];['4742300 - Comércio varejista de material elétrico']
43525419000170;TRES EDITORIAL LTDA.;NONE;MATRIZ;24/05/1973;ATIVA;24/09/2005;0.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R WILLIAM SPEERS;1088;NONE;05065011;LAPA;SAO PAULO;SP;1136184244;contabilidade@editora3.com.br;['DOMINGO CECILIO ALZUGARAY - Sócio-Administrador', 'CATIA ALZUGARAY - Sócio-Administrador'];['5811500 - Edição de livros'];['5812301 - Edição de jornais diários', '5813100 - Edição de revistas']
19044823000147;RABELO & RIBEIRO BIJUTERIAS E ACESSORIOS LTDA;BECO;MATRIZ;10/10/2013;ATIVA;10/10/2013;70000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV AMAZONAS;695;"LOJA: B;";32600055;CENTRO;BETIM;MG;3137713702;crvcontabilidade@uai.com.br;['LUIZ CLAUDIO RIBEIRO - Sócio', 'GABRIEL GUIMARAES SOUZA - Sócio-Administrador'];['4789001 - Comércio varejista de suvenires, bijuterias e artesanatos'];['4755502 - Comercio varejista de artigos de armarinho', '4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente', '4761003 - Comércio varejista de artigos de papelaria', '4763601 - Comércio varejista de brinquedos e artigos recreativos', '4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal', '4774100 - Comércio varejista de artigos de óptica', '4781400 - Comércio varejista de artigos do vestuário e acessórios', '4782201 - Comércio varejista de calçados', '4782202 - Comércio varejista de artigos de viagem', '4783102 - Comércio varejista de artigos de relojoaria']
12099919000163;AB CAMPOS INVESTIMENTOS E TRANSPORTES LTDA;NONE;MATRIZ;18/06/2010;ATIVA;18/06/2010;200000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV ARAGUAIA;1129;NONE;35530000;BELA VISTA;CLAUDIO;MG;3733819709;financeiroabcampos@gmail.com;['BRAULIO CAMPOS - Sócio-Administrador'];['6821802 - Corretagem no aluguel de imóveis'];['4110700 - Incorporação de empreendimentos imobiliários', '4120400 - Construção de edifícios', '4930202 - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional', '6463800 - Outras sociedades de participação, exceto holdings', '6810201 - Compra e venda de imóveis próprios', '6821801 - Corretagem na compra e venda e avaliação de imóveis', '7112000 - Serviços de engenharia']
06913480001210;DIMENSIONAL BRASIL SOLUCOES LTDA;DIMENSIONAL;FILIAL;04/07/2013;ATIVA;04/07/2013;216970752.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R DEZESSEIS;109;SALA 1101/A8;27260110;VILA SANTA CECILIA;VOLTA REDONDA;RJ;2121959200;juridico@centelhario.com;['ROSA & LEAL PATICIPACOES E EMPREEDIMENTOS LTDA - Sócio', 'HERVE SALMON - Sócio-Administrador', 'ERIC MICHEL FOURCINE - Administrador', 'DANIEL TOLEDO - Administrador', 'DANIELE DE CASSIA TOLEDO - Administrador'];['4673700 - Comércio atacadista de material elétrico'];['4742300 - Comércio varejista de material elétrico', '4321500 - Instalação e manutenção elétrica']
44006294000134;H.CIDADE COMERCIO E REPRESENTACOES LTDA;NONE;MATRIZ;19/02/1974;ATIVA;03/11/2005;720000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AL AMAZONAS;938;CJ. 11C E 13B;06454070;ALPHAVILLE;BARUERI;SP;1141959564;ecarboni@hcidade.com.br;['EDUARDO SILVIO CARBONI - Sócio-Administrador', 'CLEMENTE JOSE PEYRELONGUE VILLANUEVA - Sócio', 'FRANCISCO ANTONIO CASULLI - Sócio-Administrador'];['4614100 - Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves'];"['3312102 - Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle', '8599604 - Treinamento em desenvolvimento profissional e gerencial', '3321000 - Instalação de máquinas e equipamentos industriais', '4663000 - Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças', '7112000 - Serviços de engenharia']"
12099919000325;AB CAMPOS INVESTIMENTOS E TRANSPORTES LTDA;NONE;FILIAL;09/08/2016;BAIXADA;22/05/2020;200000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;NONE;NONE;NONE;NONE;NONE;NONE;NONE;3132126400;processos@elocontab.com.br;['BRAULIO CAMPOS - Sócio-Administrador'];NONE;['4744099 - Comércio varejista de materiais de construção em geral']
